OriginAirportCode,Month,DayofMonth,CRSDepHour,DayOfWeek,Carrier,DestAirportCode,DepDel15,WindSpeed,SeaLevelPressure,HourlyPrecip
SLC,5,5,11,7,AS,SEA,0,6,29,0
BOS,5,3,12,5,US,LGA,0,15,29,0
DTW,5,2,12,4,DL,JFK,0,10,30,0
FLL,5,5,10,7,FL,PHL,0,14,29,0
IND,5,22,7,3,FL,RSW,0,11,29,0
STL,5,8,6,3,WN,MDW,0,0,30,0
DCA,5,30,6,4,9E,JFK,0,5,30,0
ORD,5,3,12,5,UA,LAX,1,13,29,0
ABQ,5,23,15,4,WN,SAN,0,20,29,0
MEM,5,10,14,5,EV,MSY,1,8,29,0
PHX,5,18,21,6,OO,ABQ,0,7,29,0
BOS,5,10,7,5,B6,DCA,0,3,29,0
MDW,5,22,19,3,WN,PHL,1,8,29,0
LAX,5,8,8,3,DL,JFK,0,5,30,0
MSP,5,3,9,5,DL,ATL,0,9,29,0
ORD,5,22,10,3,AA,SFO,1,9,29,0
SJU,5,23,16,4,B6,EWR,0,21,30,0
IAH,5,29,7,3,EV,JAX,0,8,29,0
MCO,5,6,14,1,B6,BOS,0,11,29,0
PHX,5,17,18,5,WN,SAN,1,7,29,0
ATL,5,28,14,2,DL,EWR,1,11,30,0
MEM,5,6,13,1,9E,DCA,0,13,29,0
ATL,5,28,13,2,DL,PBI,1,6,30,0
ATL,5,17,15,5,DL,MCO,0,7,30,0
MSP,5,18,13,6,AS,SEA,0,13,29,0
MSP,5,19,19,7,9E,CMH,1,3,29,0
ORD,5,1,8,3,AA,LAX,0,11,30,0
ORD,5,31,17,5,US,CLT,0,10,29,0
MDW,5,31,20,5,WN,FLL,0,10,29,0
IAH,5,20,10,1,UA,EWR,0,14,29,0
LAX,5,29,21,3,MQ,DEN,0,5,29,0
LAX,5,28,8,2,AA,EWR,0,6,29,0
PHX,5,30,8,4,US,BWI,0,7,29,0
SFO,5,27,21,1,WN,PHX,1,9,30,0
SAN,5,4,12,6,AA,DFW,0,16,29,0
SFO,5,29,22,3,OO,ONT,0,22,29,0
BNA,5,17,11,5,US,CLT,0,8,30,0
PHX,5,18,6,6,WN,LAS,0,7,29,0
LAS,5,17,9,5,AS,PDX,0,18,29,0
PHX,5,17,13,5,WN,LAX,0,13,29,0
ATL,5,28,17,2,EV,IAD,0,14,30,0
MSP,5,19,15,7,DL,LGA,0,7,29,0
DTW,5,31,12,5,EV,IAH,0,21,29,0
ORF,5,15,19,3,MQ,MIA,1,17,29,0
SMF,5,30,10,4,AS,OGG,0,5,29,0
PHX,5,30,12,4,US,EWR,0,5,29,0
LAX,5,27,19,1,WN,HOU,1,6,29,0
BOS,5,1,8,3,AA,MIA,0,5,30,0
RDU,5,10,20,5,MQ,DCA,0,8,29,0
BNA,5,30,12,4,MQ,MIA,1,14,30,0
ORD,5,26,18,7,UA,SEA,1,8,30,0
DCA,5,27,18,1,FL,ATL,0,5,30,0
SFO,5,2,9,4,VX,LAS,0,7,30,0
BOS,5,9,7,4,B6,SEA,0,5,29,0
MCO,5,20,17,1,UA,CLE,1,16,30,0
ATL,5,11,19,6,DL,JAX,0,7,29,0
ORD,5,3,16,5,UA,LGA,0,10,29,0
ATL,5,9,8,4,DL,SAT,0,6,30,0
EWR,5,15,20,3,UA,SFO,1,14,29,0
ORD,5,20,20,1,YV,OKC,0,3,29,0
SFO,5,6,9,1,VX,PHL,0,10,29,0
ATL,5,25,13,6,DL,LAS,1,5,30,0
PHX,5,30,9,4,US,ORD,0,6,29,0
AUS,5,29,7,3,AA,DFW,0,20,29,0
SAT,5,17,16,5,EV,DTW,0,9,29,0
CLT,5,27,10,1,MQ,ORD,0,7,30,0
JFK,5,22,16,3,9E,MSP,1,9,29,0
PDX,5,31,12,5,AA,DFW,0,7,30,0
SAT,5,21,8,2,AA,DFW,0,20,29,0
SEA,5,26,10,7,AS,LAX,0,3,30,0
TUS,5,5,13,7,OO,PHX,0,14,29,0
ORD,5,22,12,3,MQ,MEM,1,8,29,1
ATL,5,12,22,7,FL,LAS,0,9,30,0
MSP,5,3,19,5,DL,ORD,0,13,30,0
DTW,5,11,8,6,DL,ATL,0,7,29,0
ATL,5,5,9,7,DL,MDW,0,8,29,0
LAX,5,10,21,5,WN,LAS,1,0,29,0
LAX,5,21,19,2,OO,SJC,0,11,29,0
ATL,5,4,19,6,FL,BOS,0,14,29,0
MSY,5,16,6,4,WN,HOU,0,3,30,0
BWI,5,15,8,3,AA,DFW,0,5,29,0
RNO,5,28,12,2,YV,PHX,0,9,29,0
MSP,5,4,6,6,MQ,ORD,0,9,30,0
PHX,5,27,22,1,UA,EWR,0,10,29,0
IAD,5,15,8,3,DL,ATL,0,3,29,0
PIT,5,29,12,3,FL,TPA,0,15,30,0
MSP,5,10,19,5,DL,DCA,0,5,29,0
SFO,5,8,19,3,VX,LAX,0,16,30,0
ATL,5,3,9,5,DL,SLC,0,24,30,0
MSP,5,23,6,4,WN,MDW,0,13,30,0
BUR,5,22,8,3,WN,SJC,0,5,29,0
LAX,5,26,9,7,UA,MSY,0,8,30,0
EWR,5,21,17,2,VX,SFO,1,16,29,0
MSY,5,1,10,3,WN,DAL,0,7,29,0
SAN,5,25,13,6,UA,IAH,1,8,30,0
ORD,5,5,7,7,AA,SFO,0,6,30,0
SFO,5,28,8,2,WN,PHX,0,7,30,0
LAX,5,25,14,6,AA,MIA,0,13,30,0
DCA,5,3,7,5,DL,SLC,0,8,30,0
IND,5,1,18,3,US,PHX,0,13,30,0
ORD,5,4,7,6,AA,LAX,0,3,29,0
DAL,5,2,6,4,WN,STL,0,22,29,0
SAN,5,13,21,1,B6,BOS,0,6,29,0
FLL,5,25,14,6,DL,ATL,0,18,30,0
MSY,5,2,6,4,AA,MIA,0,5,29,0
PHL,5,23,15,4,US,BOS,0,17,29,0
ORD,5,25,17,6,OO,MKE,0,8,30,0
LGA,5,8,14,3,DL,FLL,1,13,29,0
ATL,5,17,8,5,DL,MCO,1,3,30,0
OKC,5,8,11,3,EV,DTW,0,14,29,0
MCO,5,30,18,4,WN,PHL,1,15,30,0
STL,5,23,14,4,US,PHX,0,9,29,0
ATL,5,29,19,3,FL,MCO,0,10,30,0
HOU,5,16,21,4,WN,AUS,1,8,29,0
ORD,5,2,6,4,OO,MCI,0,13,30,0
RDU,5,16,18,4,WN,BWI,1,3,29,0
LAX,5,3,12,5,VX,SJC,0,13,29,0
SFO,5,1,16,3,UA,BOS,0,20,30,0
BOS,5,29,17,3,US,LGA,0,10,29,0
SFO,5,13,19,1,UA,PDX,0,21,29,0
PHX,5,24,18,5,WN,HOU,1,21,29,0
ABQ,5,7,13,2,DL,ATL,0,7,29,0
ATL,5,5,15,7,DL,OMA,0,7,29,0
ATL,5,1,19,3,AA,DFW,0,14,30,0
IAH,5,20,15,1,EV,OMA,0,17,29,0
SAN,5,17,15,5,AA,ORD,0,9,30,0
ATL,5,14,17,2,DL,PIT,0,11,30,0
DTW,5,14,13,2,EV,SAT,0,10,29,0
DTW,5,4,8,6,MQ,LGA,0,10,30,0
BOS,5,27,17,1,UA,ORD,0,13,30,0
STL,5,3,18,5,WN,EWR,0,13,29,0
ATL,5,19,15,7,DL,OMA,1,11,30,0
ORD,5,5,20,7,MQ,BNA,0,8,30,0
PHX,5,9,12,4,YV,SAT,0,3,29,0
SNA,5,11,7,6,F9,DEN,0,0,30,0
MIA,5,3,8,5,AA,SFO,0,5,29,0
ATL,5,19,13,7,FL,TPA,0,10,29,0
TUS,5,10,10,5,WN,ABQ,0,3,29,0
HOU,5,28,9,2,WN,LAS,0,14,29,0
BUR,5,19,9,7,OO,SFO,0,9,29,0
IAD,5,8,12,3,EV,EWR,1,5,29,0
RDU,5,6,13,1,MQ,LGA,0,9,29,0
LAX,5,28,21,2,WN,LAS,0,6,29,0
LAS,5,29,13,3,B6,JFK,0,7,29,0
SNA,5,10,7,5,WN,SJC,0,5,30,0
SFO,5,29,20,3,UA,SAN,0,20,29,0
BOS,5,24,11,5,AA,DFW,0,8,29,0
IAH,5,29,14,3,UA,SFO,0,21,29,0
ATL,5,24,14,5,DL,CLE,0,18,30,0
CLT,5,9,9,4,YV,CMH,0,3,30,0
BDL,5,27,18,1,EV,DTW,0,10,30,0
PHX,5,12,13,7,US,SJC,1,7,29,0
ANC,5,18,21,6,F9,DEN,0,10,30,0
EWR,5,21,6,2,UA,DEN,0,6,29,0
ORD,5,6,13,1,UA,JAX,0,16,30,0
SEA,5,27,6,1,WN,SMF,0,5,29,0
SAN,5,30,9,4,WN,PHX,0,7,29,0
ATL,5,31,6,5,OO,IAH,0,8,30,0
IAD,5,10,20,5,UA,MSY,0,17,29,0
SDF,5,10,15,5,WN,MCO,0,7,29,0
LAX,5,1,22,3,US,CLT,0,8,30,0
PHL,5,26,7,7,DL,SLC,0,11,30,0
JFK,5,7,10,2,AA,LAX,0,7,30,0
CLE,5,9,15,4,UA,EWR,0,8,29,0
LGA,5,30,19,4,DL,TPA,0,7,30,0
LAX,5,12,6,7,UA,IAH,0,0,30,0
LAX,5,29,8,3,WN,SFO,1,0,29,0
MSP,5,20,14,1,OO,BDL,1,9,29,0
ATL,5,20,16,1,FL,DCA,0,0,30,0
LAX,5,10,6,5,WN,MDW,0,6,30,0
EWR,5,19,12,7,EV,CMH,0,10,30,0
DCA,5,7,10,2,AA,MIA,0,15,29,0
LAX,5,22,9,3,UA,EWR,0,0,29,0
OAK,5,24,18,5,WN,SNA,1,21,29,0
ORD,5,26,16,7,AA,DFW,0,10,30,0
ATL,5,6,8,1,DL,SAT,0,8,29,0
SMF,5,27,16,1,OO,SLC,0,11,30,0
DCA,5,6,8,1,US,FLL,1,14,30,0
ORD,5,10,16,5,MQ,RIC,0,13,29,0
PBI,5,2,12,4,B6,SJU,1,14,29,0
MEM,5,27,9,1,FL,ATL,0,14,30,0
IAH,5,10,11,5,EV,MEM,0,11,29,0
ORD,5,17,10,5,MQ,ATL,1,0,30,0
PHX,5,1,6,3,WN,BNA,0,8,29,0
HOU,5,28,11,2,WN,CLT,0,13,29,0
FLL,5,5,16,7,UA,EWR,0,9,29,0
OMA,5,14,7,2,MQ,ORD,0,7,29,0
FLL,5,31,9,5,VX,SFO,0,17,30,0
MSP,5,3,9,5,DL,ATL,0,11,29,0
ATL,5,31,8,5,FL,TPA,0,13,30,0
MKE,5,24,12,5,EV,CLE,1,11,30,0
BNA,5,23,12,4,WN,RDU,1,10,29,0
FLL,5,9,13,4,B6,PVD,0,10,30,0
SAT,5,24,20,5,FL,ATL,0,3,30,0
LGA,5,28,8,2,DL,ATL,0,6,30,0
CLE,5,3,17,5,EV,MCI,0,18,30,0
LGA,5,9,6,4,US,BOS,0,8,29,0
JFK,5,11,14,6,DL,LAX,0,16,29,0
ATL,5,30,17,4,DL,PIT,0,13,30,0
OMA,5,23,8,4,AA,DFW,0,14,30,0
DCA,5,25,9,6,AA,DFW,0,23,30,0
PHL,5,21,11,2,FL,RSW,1,10,29,0
SMF,5,19,21,7,WN,PDX,0,8,29,0
IAH,5,25,13,6,US,CLT,0,13,30,0
STL,5,29,16,3,AA,MIA,0,17,29,0
IAH,5,9,13,4,AA,MIA,0,10,29,0
MSP,5,5,9,7,MQ,ORD,0,9,29,0
LAX,5,15,23,3,AA,IAD,0,3,29,0
SFO,5,12,14,7,WN,SNA,0,23,30,0
SEA,5,21,6,2,AS,SNA,0,9,29,0
LAS,5,19,7,7,WN,SMF,0,0,29,0
JFK,5,13,18,1,US,CLT,0,11,30,0
DTW,5,13,6,1,AA,MIA,0,6,30,0
DCA,5,19,10,7,US,MCO,0,5,29,0
PIT,5,13,5,1,US,CLT,0,5,30,0
MDW,5,3,16,5,FL,MCO,0,11,29,0
PHX,5,3,14,5,WN,DEN,0,11,29,0
MSY,5,30,7,4,WN,EWR,0,9,29,0
RDU,5,13,18,1,WN,BWI,0,6,30,0
SFO,5,31,6,5,US,PHX,0,0,30,0
SNA,5,12,8,7,F9,DEN,0,3,30,0
IAD,5,8,8,3,UA,MCO,0,0,29,0
DCA,5,15,8,3,B6,BOS,0,9,29,0
SEA,5,28,13,2,OO,LGB,0,9,29,0
BOS,5,19,13,7,B6,DFW,0,17,29,0
MSY,5,22,16,3,WN,MDW,0,3,29,0
BWI,5,11,14,6,WN,CLT,0,7,29,0
JAX,5,24,19,5,WN,BWI,0,5,30,0
PHL,5,18,7,6,US,SAN,0,3,30,0
MCO,5,27,15,1,UA,EWR,0,14,30,0
IAH,5,8,9,3,EV,MCI,0,10,29,0
SFO,5,10,10,5,F9,DEN,1,17,30,0
CLT,5,1,18,3,US,DFW,0,10,30,0
MIA,5,17,7,5,US,PHL,0,0,30,0
CLT,5,13,22,1,YV,IAD,0,0,30,0
BOS,5,20,20,1,US,LGA,0,3,29,0
MKE,5,29,9,3,DL,MSP,0,0,29,0
CLE,5,24,8,5,EV,DFW,0,20,30,0
RIC,5,17,6,5,MQ,ORD,0,5,30,0
BOS,5,22,20,3,B6,SEA,0,9,29,0
CLT,5,5,14,7,DL,MSP,0,15,29,0
EWR,5,29,7,3,UA,ORD,0,0,29,0
SFO,5,7,12,2,UA,LAX,0,13,30,0
PVD,5,27,14,1,9E,DTW,0,14,30,0
PHX,5,21,9,2,US,CLT,1,3,29,0
DCA,5,12,19,7,AA,ORD,0,17,29,0
IND,5,5,19,7,YV,IAD,0,10,29,0
LGA,5,17,7,5,DL,MIA,0,8,30,0
MSP,5,29,15,3,WN,PHX,0,7,29,0
RSW,5,24,16,5,FL,MKE,0,10,30,0
MDW,5,26,15,7,WN,OAK,0,7,30,0
BOS,5,31,8,5,B6,JAX,0,7,30,0
TPA,5,12,10,7,WN,PHL,0,7,30,0
MKE,5,4,14,6,OO,DTW,0,8,30,0
EWR,5,2,18,4,UA,TPA,0,5,30,0
PDX,5,16,19,4,OO,LAX,0,6,29,0
TPA,5,2,14,4,WN,BNA,1,8,29,0
IAD,5,9,8,4,YV,PVD,0,3,29,0
PHL,5,7,8,2,US,ORD,0,8,30,0
ORD,5,4,18,6,AA,DFW,0,13,29,0
PDX,5,13,15,1,B6,LGB,0,21,30,0
RIC,5,21,7,2,9E,CVG,0,3,29,0
OAK,5,30,15,4,WN,LAX,0,16,30,0
MIA,5,13,14,1,DL,ATL,0,9,30,0
BOS,5,21,8,2,VX,SFO,1,7,29,0
IAD,5,1,16,3,EV,CLT,0,7,29,0
LAS,5,12,12,7,WN,RNO,1,3,29,0
IAD,5,5,19,7,UA,LAS,1,6,30,0
SAT,5,15,6,3,DL,ATL,0,10,29,0
ORD,5,7,11,2,AA,STL,0,8,30,0
SEA,5,30,5,4,US,PHX,0,10,30,0
PHX,5,2,8,4,US,AUS,0,11,30,0
OMA,5,14,14,2,EV,ORD,0,20,29,0
CLT,5,20,22,1,US,TPA,0,0,30,0
MCO,5,30,14,4,UA,IAH,0,20,30,0
ORD,5,11,11,6,MQ,PHL,0,16,29,0
SEA,5,20,12,1,AS,LAX,0,0,30,0
SLC,5,31,21,5,DL,SJC,0,5,30,0
PHX,5,13,20,1,YV,BUR,1,5,29,0
LAS,5,7,8,2,WN,ONT,0,14,29,0
BNA,5,22,5,3,EV,EWR,0,7,29,0
IAH,5,31,7,5,EV,DTW,0,7,29,0
SFO,5,16,10,4,UA,DFW,0,13,30,0
MIA,5,31,21,5,MQ,ORF,0,3,30,0
SAN,5,7,11,2,OO,LAX,0,10,30,0
BNA,5,2,19,4,WN,ORF,1,0,30,0
MIA,5,31,9,5,DL,ATL,0,15,30,0
DCA,5,12,18,7,9E,CVG,1,20,29,0
JAX,5,4,5,6,EV,EWR,0,20,29,0
BDL,5,8,17,3,AA,DFW,0,8,30,0
JFK,5,23,19,4,9E,JAX,1,20,29,0
SAN,5,9,7,4,AS,OGG,0,6,30,0
JFK,5,11,10,6,US,PHX,0,24,29,0
DTW,5,10,7,5,9E,IAD,0,13,29,0
ORD,5,1,9,3,MQ,EWR,1,9,30,0
PHL,5,9,16,4,US,ORD,0,13,29,0
JFK,5,14,16,2,9E,RDU,0,17,30,0
LAX,5,17,23,5,OO,SAN,0,5,29,0
STL,5,2,10,4,9E,JFK,0,10,30,0
PDX,5,31,7,5,UA,IAD,1,3,30,0
IAH,5,31,7,5,EV,MCI,0,7,29,0
MCO,5,21,20,2,FL,MDW,0,7,29,0
SFO,5,11,16,6,VX,SEA,0,24,30,0
PHX,5,24,9,5,US,SMF,0,6,29,0
LGA,5,6,19,1,AA,DFW,0,8,30,0
SJU,5,31,17,5,AA,JFK,0,7,30,0
CLE,5,18,14,6,WN,BWI,0,17,30,0
STL,5,3,6,5,DL,MSP,0,9,29,0
ATL,5,4,13,6,DL,DTW,0,16,29,0
LAX,5,2,6,4,WN,SFO,0,7,30,0
MCO,5,11,15,6,UA,ORD,0,16,29,0
CLT,5,1,14,3,US,RDU,0,13,30,0
LAX,5,23,20,4,WN,SMF,0,10,29,0
RDU,5,10,11,5,WN,MDW,1,10,30,0
ORD,5,21,11,2,EV,CLT,1,16,29,0
SEA,5,28,20,2,AS,LAX,0,0,29,0
CLT,5,30,17,4,US,PHL,0,10,30,0
ATL,5,12,19,7,DL,PBI,0,11,30,0
SLC,5,23,16,4,OO,SFO,1,13,29,0
PHX,5,9,8,4,US,IAH,0,7,29,0
SLC,5,1,12,3,WN,PDX,0,16,30,0
IND,5,21,16,2,AA,DFW,1,23,29,0
SAT,5,23,11,4,AA,DFW,1,11,29,0
LGA,5,23,15,4,UA,DEN,1,14,29,0
CLT,5,23,11,4,US,LAS,0,3,29,0
SAN,5,13,11,1,US,CLT,0,9,29,0
IAH,5,20,17,1,AS,SEA,0,18,29,0
EWR,5,8,6,3,EV,CLT,0,7,30,0
MSP,5,30,21,4,DL,PDX,0,7,29,0
JFK,5,7,6,2,B6,FLL,0,6,30,0
SMF,5,10,22,5,DL,ATL,0,8,30,0
HNL,5,13,20,1,UA,IAD,0,14,30,0
PHL,5,7,6,2,WN,MDW,0,9,29,0
ABQ,5,24,21,5,US,PHX,0,9,29,0
PDX,5,14,10,2,DL,SLC,0,3,30,0
MCO,5,19,15,7,UA,IAD,1,9,29,0
RNO,5,2,7,4,WN,LAS,0,5,30,0
LGA,5,21,12,2,US,BOS,0,10,29,0
BWI,5,3,6,5,WN,CMH,0,9,30,0
CLT,5,31,14,5,US,DCA,0,5,30,0
STL,5,10,9,5,WN,OKC,1,10,29,0
FLL,5,19,11,7,B6,LAX,0,11,30,0
STL,5,10,18,5,DL,SLC,0,10,29,0
SJC,5,11,18,6,WN,PDX,0,11,30,0
SEA,5,2,7,4,WN,ABQ,0,6,30,0
IAD,5,21,19,2,B6,JFK,1,7,29,0
SLC,5,26,16,7,DL,OAK,0,16,29,0
SMF,5,30,13,4,UA,DEN,1,9,29,0
BOS,5,22,10,3,DL,DTW,0,6,29,0
ATL,5,20,17,1,EV,IAD,1,5,30,0
DTW,5,9,8,4,AA,DFW,0,0,29,0
DTW,5,9,19,4,DL,MSP,0,7,29,0
CMH,5,15,10,3,MQ,ORD,0,21,29,0
EWR,5,22,6,3,EV,DTW,0,9,29,0
PDX,5,22,8,3,UA,ORD,0,13,29,0
ATL,5,26,10,7,FL,RDU,0,6,30,0
SFO,5,6,7,1,UA,LAX,0,3,29,0
OAK,5,31,8,5,HA,OGG,0,5,30,0
DTW,5,23,17,4,DL,BOS,1,16,29,0
DTW,5,12,13,7,DL,BOS,0,15,29,0
BNA,5,11,9,6,WN,MDW,0,5,29,0
HOU,5,28,10,2,WN,SAN,0,17,29,0
DCA,5,12,20,7,AA,ORD,0,7,29,0
STL,5,3,10,5,FL,ATL,0,9,29,0
MDW,5,3,8,5,WN,RSW,0,13,30,0
MIA,5,1,17,3,MQ,JAX,0,5,29,0
ORD,5,23,9,4,MQ,MCI,1,20,29,0
SJU,5,3,11,5,FL,ATL,1,7,29,0
LGA,5,28,12,2,AA,DFW,0,8,30,0
MIA,5,26,11,7,AA,TPA,0,11,30,0
IAH,5,16,7,4,US,CLT,0,10,29,0
ORD,5,5,18,7,AA,PHL,0,14,29,0
DTW,5,17,7,5,9E,DFW,1,7,30,0
LAS,5,13,7,1,UA,EWR,1,5,29,0
MKE,5,25,10,6,WN,SEA,0,10,30,0
JAX,5,20,8,1,WN,HOU,0,8,30,0
SEA,5,8,8,3,AS,ORD,0,3,30,0
TPA,5,13,8,1,FL,MDW,0,9,29,0
SEA,5,31,7,5,UA,IAD,0,6,29,0
ORD,5,6,7,1,AA,SFO,0,7,30,0
BUR,5,10,11,5,WN,PHX,0,7,30,0
CLT,5,26,16,7,US,FLL,0,6,30,0
PHL,5,26,15,7,WN,DEN,0,22,30,0
SFO,5,15,14,3,WN,PHX,1,18,30,0
HOU,5,19,8,7,WN,DAL,0,14,29,0
PHX,5,21,9,2,F9,DEN,0,3,29,0
LAX,5,10,22,5,DL,CMH,0,0,29,0
ATL,5,15,21,3,DL,FLL,0,0,30,0
SNA,5,15,17,3,WN,SFO,0,10,29,0
AUS,5,7,13,2,WN,ATL,0,7,30,0
LAX,5,20,21,1,MQ,DEN,0,3,29,0
MSY,5,17,13,5,WN,TPA,0,15,30,0
IAH,5,8,10,3,US,CLT,0,11,30,0
CLE,5,23,19,4,EV,RIC,1,14,29,0
MIA,5,23,12,4,AA,ORD,1,6,30,0
STL,5,31,16,5,AA,DFW,0,17,29,0
JFK,5,26,21,7,AA,LAX,0,10,30,0
MSP,5,19,11,7,DL,PDX,0,14,29,0
LAS,5,1,12,3,WN,RNO,0,0,30,0
SFO,5,27,17,1,AS,PDX,1,10,30,0
MDW,5,7,11,2,WN,MCI,0,9,30,0
SNA,5,11,18,6,WN,LAS,1,6,29,0
CLT,5,22,9,3,US,DEN,1,7,30,0
OAK,5,8,17,3,WN,BUR,0,16,29,0
LAX,5,21,14,2,WN,SJC,1,13,29,0
MSY,5,17,21,5,WN,DAL,1,6,30,0
DTW,5,8,18,3,FL,ATL,0,7,29,0
MSP,5,23,16,4,US,PHL,0,9,30,0
BNA,5,12,8,7,EV,IAH,0,8,30,0
SFO,5,9,10,4,VX,SAN,0,16,30,0
CLE,5,8,17,3,WN,BNA,0,11,29,0
BWI,5,21,7,2,FL,SJU,0,6,29,0
ORD,5,4,18,6,OO,AUS,0,13,29,0
DAL,5,5,17,7,WN,STL,0,14,30,0
JFK,5,25,18,6,AA,SFO,1,20,29,0
SEA,5,27,9,1,WN,MKE,0,7,29,0
MDW,5,10,14,5,WN,PHL,0,16,29,0
ATL,5,11,10,6,DL,AUS,0,10,29,0
MDW,5,19,19,7,WN,PHX,1,9,29,0
LGA,5,12,6,7,WN,STL,0,3,29,0
HOU,5,19,16,7,WN,DAL,0,15,29,0
PHX,5,27,18,1,US,DFW,0,8,29,0
BNA,5,16,8,4,WN,MSY,0,8,30,0
EWR,5,7,19,2,EV,ATL,1,7,30,0
PVD,5,31,15,5,B6,MCO,0,15,30,0
MCO,5,5,15,7,AA,MIA,0,13,29,0
BWI,5,19,10,7,WN,IND,0,6,30,0
STL,5,10,15,5,DL,ATL,0,10,29,0
MIA,5,12,7,7,AA,ORD,0,3,30,0
SEA,5,10,10,5,AS,ANC,0,0,30,0
JFK,5,22,17,3,DL,SJU,0,7,29,0
DTW,5,27,8,1,OO,IAH,0,3,30,0
JFK,5,21,6,2,B6,PBI,0,3,29,0
SLC,5,12,15,7,WN,DEN,0,5,30,0
TPA,5,7,17,2,US,PHX,0,15,30,0
ORD,5,19,10,7,UA,SEA,0,7,29,0
TUS,5,10,14,5,WN,LAX,1,8,29,0
ORD,5,12,8,7,AA,DCA,0,23,30,0
ATL,5,31,14,5,DL,PVD,0,10,30,0
ATL,5,19,13,7,AA,DFW,1,10,29,0
IAH,5,24,11,5,UA,DEN,0,10,30,0
AUS,5,24,10,5,WN,DAL,1,9,30,0
OAK,5,28,6,2,WN,SLC,0,0,29,0
ATL,5,4,12,6,US,PHL,0,18,29,0
JFK,5,18,15,6,DL,DTW,0,6,30,0
HNL,5,14,15,2,HA,LAS,1,21,30,0
ORD,5,17,16,5,OO,DTW,0,8,30,0
SEA,5,13,7,1,AS,BUR,0,7,30,0
AUS,5,24,17,5,B6,LGB,1,5,29,0
MSP,5,26,12,7,US,CLT,0,16,30,0
DCA,5,6,21,1,AA,STL,0,11,30,0
ORD,5,28,18,2,AA,PBI,0,16,29,0
ORD,5,8,15,3,MQ,BNA,0,11,29,0
IAD,5,18,8,6,UA,SFO,0,5,29,0
HOU,5,10,10,5,WN,DEN,1,9,29,0
RNO,5,17,12,5,WN,LAS,0,21,29,0
SLC,5,5,16,7,DL,SAN,0,7,29,0
ABQ,5,5,18,7,WN,HOU,0,11,29,0
CLE,5,30,18,4,EV,SDF,1,13,30,0
DTW,5,17,12,5,9E,CVG,0,6,30,0
MSP,5,20,9,1,DL,ATL,0,10,29,0
SLC,5,7,6,2,OO,DEN,1,7,29,0
MCO,5,5,10,7,DL,ATL,0,17,29,0
MSY,5,2,11,4,WN,HOU,0,9,29,0
IAD,5,6,21,1,EV,RIC,0,10,30,0
SLC,5,8,8,3,AA,DFW,0,3,29,0
ORD,5,23,20,4,EV,IND,1,11,30,0
ATL,5,19,22,7,FL,SAT,1,10,30,0
BWI,5,23,8,4,WN,RDU,0,8,29,0
MDW,5,13,21,1,WN,SDF,0,3,30,0
MSY,5,13,13,1,US,PHL,0,8,30,0
EWR,5,4,6,6,UA,MCO,0,7,30,0
MSY,5,2,10,4,EV,EWR,0,11,29,0
ATL,5,31,7,5,DL,FLL,0,8,30,0
CMH,5,20,9,1,YV,CLT,0,8,29,0
BUR,5,20,20,1,WN,LAS,0,6,29,0
SEA,5,8,21,3,AS,ANC,0,5,30,0
JFK,5,15,13,3,MQ,RDU,0,17,29,0
JFK,5,22,19,3,DL,SLC,0,10,29,0
TPA,5,18,8,6,WN,HOU,0,5,30,0
ORD,5,17,14,5,MQ,EWR,1,11,30,0
BDL,5,27,5,1,AA,MIA,0,3,30,0
LGA,5,18,8,6,MQ,CLE,0,7,30,0
MCO,5,13,17,1,AA,DFW,0,10,30,0
DTW,5,26,15,7,DL,DEN,0,9,30,0
IAD,5,17,6,5,OO,IAH,0,3,30,0
SDF,5,21,7,2,DL,ATL,0,9,29,0
CLT,5,19,14,7,EV,EWR,1,7,29,0
MSP,5,16,13,4,9E,CLE,0,9,29,0
ORD,5,12,6,7,AA,DCA,0,8,30,0
LAX,5,4,13,6,UA,SFO,0,11,29,0
ORD,5,23,11,4,MQ,CVG,1,28,29,0
SJC,5,27,12,1,DL,MSP,0,13,30,0
ATL,5,2,9,4,DL,STL,0,17,29,0
BUR,5,7,7,2,OO,SFO,0,0,29,0
ORD,5,15,18,3,AA,LGA,0,8,29,0
ATL,5,21,13,2,OO,IAH,0,0,30,0
PHX,5,19,7,7,WN,MDW,0,7,29,0
JFK,5,8,15,3,B6,ORD,1,9,29,0
LAX,5,31,21,5,WN,OAK,1,3,29,0
MKE,5,8,6,3,FL,ATL,0,0,30,0
SMF,5,19,14,7,WN,LAS,0,16,30,0
MSP,5,2,19,4,9E,CMH,0,10,30,0
DCA,5,3,6,5,B6,BOS,0,7,30,0
LAS,5,11,12,6,WN,SNA,0,9,30,0
LAS,5,25,15,6,WN,SEA,0,14,29,0
SFO,5,4,16,6,UA,ORD,0,9,29,0
OAK,5,17,9,5,WN,DEN,1,9,30,0
BNA,5,26,18,7,MQ,DCA,0,8,30,0
PHL,5,26,20,7,US,ORD,0,6,30,0
TPA,5,10,13,5,UA,IAD,0,7,30,0
PVD,5,1,6,3,US,CLT,0,0,30,0
EWR,5,8,8,3,B6,BOS,0,8,29,0
ATL,5,6,10,1,DL,CLE,0,8,29,0
ATL,5,2,10,4,FL,BOS,0,18,30,0
RDU,5,8,17,3,WN,MDW,0,3,29,0
PIT,5,26,15,7,US,CLT,0,9,30,0
